time_utc,board_temp,board_volts_core,board_volts_sdram_c,board_volts_sdram_i,board_volts_sdram_p,board_throttled,gps_latitude,gps_longitude,gps_altitude,gps_ascending_rate,gps_speed,gps_heading,capsule_temp,capsule_humidity,capsule_pressure,capsule_baro_altitude,out_temp,out_humidity,out_pressure,out_baro_altitude
2021-04-27T19:43:11.528+00:00,49.8,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,23855.08,-5.00,57.83,257.33,24.54,31.79,951.93949,465.98,24.74,29.27,951.06797,466.58
2021-04-27T19:43:14.052+00:00,51.4,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,23724.30,-5.00,57.83,257.33,24.54,31.71,951.93284,465.85,24.74,29.31,951.06296,466.38
2021-04-27T19:43:16.614+00:00,50.8,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,23580.14,-5.00,57.83,257.33,24.58,31.65,951.93726,466.02,24.75,29.29,951.09610,466.42
2021-04-27T19:43:19.208+00:00,51.9,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,23208.54,-5.00,57.83,257.33,24.55,31.49,951.91620,465.88,24.74,29.33,951.12202,466.62
2021-04-27T19:43:21.716+00:00,51.9,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,22976.03,-5.00,57.83,257.33,24.55,31.60,951.92617,465.99,24.75,29.17,951.13215,466.37
2021-04-27T19:43:24.242+00:00,51.4,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,22840.17,-5.00,57.83,257.33,24.55,31.46,951.94116,465.76,24.74,29.26,951.08265,466.70
2021-04-27T19:43:26.774+00:00,51.4,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,22569.20,-5.00,57.83,257.33,24.56,31.60,951.91590,465.67,24.78,29.25,951.07752,466.66
2021-04-27T19:43:29.496+00:00,51.4,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,22295.58,-5.00,57.83,257.33,24.57,31.62,951.92394,465.79,24.75,29.26,951.11299,466.45
2021-04-27T19:43:31.999+00:00,51.4,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,22070.86,-5.00,57.83,257.33,24.57,31.54,951.94086,465.64,24.74,29.26,951.10513,466.52
2021-04-27T19:43:34.504+00:00,50.8,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,21901.06,-5.00,57.83,257.33,24.58,31.58,951.94919,465.89,24.74,29.18,951.11637,466.41
2021-04-27T19:43:37.021+00:00,51.4,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,21573.82,-5.00,57.83,257.33,24.55,31.59,951.95721,465.63,24.75,29.24,951.08544,466.54
2021-04-27T19:43:39.533+00:00,50.8,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,21420.14,-5.00,57.83,257.33,24.61,31.59,951.93947,465.79,24.79,29.13,951.13821,466.62
2021-04-27T19:43:42.460+00:00,51.4,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,21177.09,-5.00,57.83,257.33,24.57,31.63,951.94057,465.75,24.76,29.26,951.08597,466.33
2021-04-27T19:43:44.995+00:00,51.4,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,20823.70,-5.00,57.83,257.33,24.56,31.77,951.95085,465.82,24.75,29.26,951.09610,466.45
2021-04-27T19:43:47.566+00:00,51.4,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,20579.16,-5.00,57.83,257.33,24.55,31.67,951.96082,465.81,24.75,29.32,951.11188,466.85
2021-04-27T19:43:50.096+00:00,50.8,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,20454.73,-5.00,57.83,257.33,24.61,31.77,951.93030,466.05,24.75,29.19,951.12417,466.52
2021-04-27T19:43:52.834+00:00,51.9,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,20326.08,-5.00,57.83,257.33,24.58,31.69,951.95056,465.89,24.76,29.31,951.11468,466.40
2021-04-27T19:43:55.337+00:00,50.8,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,19900.58,-5.00,57.83,257.33,24.57,31.77,951.93420,465.90,24.75,29.30,951.09389,466.67
2021-04-27T19:43:57.874+00:00,51.4,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,19689.71,-5.00,57.83,257.33,24.55,31.59,951.96249,465.41,24.74,29.21,951.10233,466.61
2021-04-27T19:44:00.401+00:00,50.8,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,19432.45,-5.00,57.83,257.33,24.55,31.59,951.94751,465.88,24.75,29.27,951.15638,466.62
2021-04-27T19:44:03.071+00:00,51.9,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,19128.20,-5.00,57.83,257.33,24.59,31.62,951.93558,465.82,24.76,29.25,951.14729,466.36
2021-04-27T19:44:05.618+00:00,51.4,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,18919.66,-5.00,57.83,257.33,24.57,31.60,951.93283,466.08,24.74,29.07,951.09220,466.58
2021-04-27T19:44:08.142+00:00,51.4,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,18764.89,-5.00,57.83,257.33,24.55,31.71,951.92785,465.97,24.74,29.33,951.08323,466.41
2021-04-27T19:44:10.636+00:00,51.4,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,18598.31,-5.00,57.83,257.33,24.54,31.62,951.92950,465.80,24.74,29.23,951.10687,466.54
2021-04-27T19:44:13.174+00:00,49.8,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,18154.97,-5.00,57.83,257.33,24.58,31.62,951.94087,465.93,24.76,29.24,951.11351,466.47
2021-04-27T19:44:15.793+00:00,51.9,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,17879.95,-5.00,57.83,257.33,24.55,31.57,951.95084,465.93,24.73,29.35,951.08096,466.49
2021-04-27T19:44:18.325+00:00,51.4,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,17685.56,-5.00,57.83,257.33,24.55,31.60,951.89485,466.31,24.73,29.47,951.11922,466.51
2021-04-27T19:44:20.864+00:00,50.8,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,17413.24,-5.00,57.83,257.33,24.54,31.52,951.92782,466.15,24.74,29.24,951.09109,466.39
2021-04-27T19:44:23.393+00:00,51.4,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,16919.95,-5.00,57.83,257.33,24.59,31.60,951.94390,465.90,24.75,29.26,951.10396,467.16
2021-04-27T19:44:26.043+00:00,51.4,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,16793.61,-5.00,57.83,257.33,24.54,31.66,951.94779,465.90,24.73,29.29,951.03373,466.43
2021-04-27T19:44:28.589+00:00,50.8,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,16629.13,-5.00,57.83,257.33,24.54,31.59,951.94448,465.90,24.73,29.16,951.09225,466.61
2021-04-27T19:44:31.117+00:00,51.9,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,16332.37,-5.00,57.83,257.33,24.54,31.71,951.92284,465.80,24.74,29.24,951.06133,466.64
2021-04-27T19:44:33.661+00:00,50.8,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,16104.57,-5.00,57.83,257.33,24.59,31.60,951.93281,465.79,24.78,29.29,951.15067,466.52
2021-04-27T19:44:36.473+00:00,51.9,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,15896.60,-5.00,57.83,257.33,24.56,31.68,951.94615,465.93,24.75,29.22,951.10571,466.34
2021-04-27T19:44:38.998+00:00,50.8,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,15504.63,-5.00,57.83,257.33,24.54,31.55,951.95279,465.95,24.73,29.24,951.06127,466.48
2021-04-27T19:44:41.523+00:00,49.8,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,15363.55,-5.00,57.83,257.33,24.54,31.57,951.94281,465.76,24.73,29.28,951.12656,466.56
2021-04-27T19:44:44.141+00:00,50.8,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,15176.62,-5.00,57.83,257.33,24.58,31.64,951.96691,465.95,24.73,29.33,951.13937,466.17
2021-04-27T19:44:46.778+00:00,50.8,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,15013.58,-5.00,57.83,257.33,24.54,31.72,951.95613,466.03,24.75,29.27,951.10798,466.64
2021-04-27T19:44:49.358+00:00,50.8,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,14546.96,-5.00,57.83,257.33,24.54,31.60,951.93117,466.00,24.73,29.27,951.11363,466.53
2021-04-27T19:44:51.887+00:00,51.4,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,14390.33,-5.00,57.83,257.33,24.54,31.50,951.93948,466.11,24.73,29.28,951.13162,466.49
2021-04-27T19:44:54.421+00:00,50.8,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,14147.61,-5.00,57.83,257.33,24.59,31.52,951.92199,465.67,24.74,29.23,951.10460,466.27
2021-04-27T19:44:56.976+00:00,51.4,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,13734.86,-5.00,57.83,257.33,24.56,31.58,951.93283,465.83,24.75,29.36,951.10850,466.67
2021-04-27T19:44:59.537+00:00,51.4,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,13486.88,-5.00,57.83,257.33,24.54,31.63,951.93283,465.79,24.73,29.25,951.08829,466.34
2021-04-27T19:45:02.051+00:00,50.8,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,13268.18,-5.00,57.83,257.33,24.54,31.63,951.98245,465.72,24.74,29.24,951.08492,466.49
2021-04-27T19:45:04.574+00:00,51.9,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,13119.38,-5.00,57.83,257.33,24.55,31.59,951.97494,465.52,24.75,29.32,951.07426,466.39
2021-04-27T19:45:07.213+00:00,51.9,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,12655.36,-5.00,57.83,257.33,24.57,31.46,951.93588,465.75,24.76,29.32,951.10792,466.40
2021-04-27T19:45:09.749+00:00,50.8,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,12526.56,-5.00,57.83,257.33,24.55,31.58,951.92618,465.95,24.74,29.26,951.11642,466.35
2021-04-27T19:45:12.257+00:00,50.8,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,12256.31,-5.00,57.83,257.33,24.54,31.63,951.93949,465.88,24.74,29.19,951.08713,466.56
2021-04-27T19:45:14.790+00:00,51.4,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,12006.34,-5.00,57.83,257.33,24.54,31.49,951.95446,465.80,24.74,29.47,951.09738,466.48
2021-04-27T19:45:17.505+00:00,50.8,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,11715.43,-5.00,57.83,257.33,24.56,31.61,951.94753,465.76,24.75,29.22,951.11974,466.81
2021-04-27T19:45:20.074+00:00,50.8,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,11531.74,-5.00,57.83,257.33,24.55,31.69,951.93615,465.83,24.75,29.19,951.12091,466.21
2021-04-27T19:45:22.606+00:00,50.8,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,11356.94,-5.00,57.83,257.33,24.54,31.59,951.94281,465.45,24.74,29.31,951.12429,466.49
2021-04-27T19:45:25.140+00:00,50.8,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,11015.00,-5.00,57.83,257.33,24.54,31.66,951.91953,465.72,24.74,29.26,951.10745,466.63
2021-04-27T19:45:27.660+00:00,50.8,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,10749.33,-5.00,57.83,257.33,24.58,31.57,951.94057,466.06,24.76,29.21,951.10227,466.49
2021-04-27T19:45:30.227+00:00,51.4,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,10573.93,-5.00,57.83,257.33,24.54,31.55,951.95113,465.74,24.73,29.20,951.10012,466.43
2021-04-27T19:45:32.745+00:00,51.9,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,10375.35,-5.00,57.83,257.33,24.54,31.55,951.93115,465.74,24.74,29.17,951.11025,466.33
2021-04-27T19:45:35.255+00:00,50.8,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,9903.84,-5.00,57.83,257.33,24.53,31.43,951.98774,465.59,24.74,29.21,951.09505,466.63
2021-04-27T19:45:37.789+00:00,51.9,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,9738.40,-5.00,57.83,257.33,24.57,31.58,951.95222,465.76,24.77,29.18,951.09499,466.25
2021-04-27T19:45:40.459+00:00,50.8,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,9615.31,-5.00,57.83,257.33,24.55,31.45,951.96277,465.97,24.74,29.26,951.09895,466.61
2021-04-27T19:45:42.984+00:00,50.8,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,9131.75,-5.00,57.83,257.33,24.54,31.59,951.94780,465.76,24.74,29.13,951.10012,466.72
2021-04-27T19:45:45.571+00:00,51.4,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,8985.98,-5.00,57.83,257.33,24.54,31.58,951.93614,465.64,24.74,29.28,951.12260,466.61
2021-04-27T19:45:48.098+00:00,51.4,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,8706.14,-5.00,57.83,257.33,24.58,31.49,951.96054,465.38,24.76,29.20,951.10845,466.50
2021-04-27T19:45:50.682+00:00,51.4,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,8570.89,-5.00,57.83,257.33,24.55,31.52,951.96277,465.73,24.75,29.23,951.12318,466.43
2021-04-27T19:45:53.201+00:00,51.4,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,8204.41,-5.00,57.83,257.33,24.53,31.57,951.95611,465.63,24.73,29.19,951.10349,466.64
2021-04-27T19:45:55.733+00:00,51.4,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,8035.17,-5.00,57.83,257.33,24.53,31.58,951.94446,466.02,24.73,29.34,951.12598,466.68
2021-04-27T19:45:58.257+00:00,50.8,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,7794.83,-5.00,57.83,257.33,24.59,31.64,951.98605,465.37,24.76,29.47,951.13722,466.20
2021-04-27T19:46:01.154+00:00,51.9,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,7283.71,-5.00,57.83,257.33,24.55,31.70,951.95444,465.61,24.74,29.29,951.09953,466.47
2021-04-27T19:46:03.693+00:00,50.8,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,7161.62,-5.00,57.83,257.33,24.53,31.63,951.94612,465.54,24.74,29.26,951.12207,466.49
2021-04-27T19:46:06.223+00:00,51.9,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,6941.60,-5.00,57.83,257.33,24.55,31.55,951.96277,465.74,24.74,29.12,951.10070,466.55
2021-04-27T19:46:08.719+00:00,50.8,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,6686.76,-5.00,57.83,257.33,24.54,31.51,951.95664,465.63,24.73,29.17,951.05964,466.55
2021-04-27T19:46:11.321+00:00,51.4,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,6196.60,-5.00,57.83,257.33,24.54,31.27,951.96277,465.48,24.75,29.21,951.12260,466.34
2021-04-27T19:46:13.936+00:00,51.4,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,6019.80,-5.00,57.83,257.33,24.53,31.67,951.94946,465.61,24.74,29.20,951.10687,466.55
2021-04-27T19:46:16.468+00:00,51.4,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,5849.37,-5.00,57.83,257.33,24.54,31.51,951.97775,465.71,24.73,29.31,951.10745,466.59
2021-04-27T19:46:19.035+00:00,50.8,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,5575.64,-5.00,57.83,257.33,24.53,31.60,951.99215,465.44,24.74,29.22,951.12079,466.34
2021-04-27T19:46:21.709+00:00,51.9,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,5201.32,-5.00,57.83,257.33,24.55,31.53,951.93782,465.83,24.73,29.16,951.09278,467.00
2021-04-27T19:46:24.255+00:00,51.4,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,5051.49,-5.00,57.83,257.33,24.53,31.58,951.98939,465.67,24.73,29.18,951.07985,466.95
2021-04-27T19:46:26.788+00:00,50.8,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,4864.45,-5.00,57.83,257.33,24.55,31.51,951.97442,465.54,24.74,29.19,951.09505,466.54
2021-04-27T19:46:29.323+00:00,50.8,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,4418.45,-5.00,57.83,257.33,24.53,31.56,951.94087,465.67,24.73,29.12,951.08829,466.49
2021-04-27T19:46:31.925+00:00,51.4,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,4276.19,-5.00,57.83,257.33,24.55,31.52,951.96944,465.96,24.75,29.22,951.08882,466.40
2021-04-27T19:46:34.471+00:00,52.5,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,4030.61,-5.00,57.83,257.33,24.55,31.55,951.95611,465.83,24.74,29.23,951.08096,466.80
2021-04-27T19:46:36.982+00:00,50.8,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,3846.73,-5.00,57.83,257.33,24.54,31.46,951.94945,465.96,24.74,29.14,951.09447,466.62
2021-04-27T19:46:39.510+00:00,50.8,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,3497.78,-5.00,57.83,257.33,24.53,31.49,951.99188,465.32,24.73,29.24,951.10518,466.44
2021-04-27T19:46:42.185+00:00,52.5,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,3353.43,-5.00,57.83,257.33,24.55,31.57,951.97413,465.71,24.75,29.18,951.13046,466.44
2021-04-27T19:46:44.725+00:00,50.8,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,3101.15,-5.00,57.83,257.33,24.53,31.56,951.98302,465.44,24.74,29.27,951.07932,466.64
2021-04-27T19:46:47.320+00:00,52.5,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,2643.13,-5.00,57.83,257.33,24.53,31.59,951.95806,465.53,24.74,29.18,951.07985,466.64
2021-04-27T19:46:49.850+00:00,51.4,1.2,1.2,1.2,1.225,0x0,47.074600,7.307700,2366.87,-5.00,57.83,257.33,24.53,31.51,951.98052,465.42,24.72,29.18,951.09546,466.81
2021-04-27T19:46:52.519+00:00,51.9,1.35,1.2,1.2,1.225,0x0,47.074600,7.307700,2212.95,-5.00,57.83,257.33,24.55,31.54,951.94945,465.65,24.73,29.21,951.09220,466.62
